project,model,sample,orientation,housing,dimming,rack,branch,socket,manufacturer,productName,lampShapeSize,lastHours
ledLifeTesting,7,22,d,0,1,4,2,2,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,7,23,u,0,1,4,2,3,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,7,24,u,0,1,4,2,4,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,7,25,u,0,1,4,2,5,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,7,26,h,0,1,4,2,6,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,7,27,h,0,1,4,2,7,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,7,28,u,1,1,4,1,1,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,7,29,u,1,1,4,1,2,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,7,30,u,1,1,4,1,3,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,7,31,d,0,0,1,2,1,Soraa,MR16-50-B01-12-927-25,MR16,3000
ledLifeTesting,8,1,d,0,0,5,1,6,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,2,d,0,0,5,1,7,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,3,d,0,0,5,1,8,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,4,d,0,0,5,1,9,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,5,d,0,0,5,1,10,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,6,u,0,0,5,2,6,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,7,u,0,0,5,2,7,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,8,u,0,0,5,2,8,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,9,u,0,0,5,2,9,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,10,u,0,0,5,2,10,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,11,h,0,0,5,3,6,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,12,h,0,0,5,3,7,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,13,h,0,0,5,3,8,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,14,h,0,0,5,3,9,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,15,h,0,0,5,3,10,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,16,u,1,0,5,4,6,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,17,u,1,0,5,4,7,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,18,u,1,0,5,4,8,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,19,u,1,0,5,4,9,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,20,u,1,0,5,4,10,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,21,u,0,1,4,1,7,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,22,u,0,1,4,1,8,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,23,h,0,1,4,1,9,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,24,h,0,1,4,1,10,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,25,u,0,1,4,2,8,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,26,d,0,1,4,2,9,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,27,d,0,1,4,2,10,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,28,u,1,1,4,1,4,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,29,u,1,1,4,1,5,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,30,u,1,1,4,1,6,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,8,31,d,0,0,1,2,2,Utilitech/Feit,LEDXNDM/LED,MR16,3000
ledLifeTesting,9,1,d,0,0,8,5,6,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,2,d,0,0,8,5,7,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,3,d,0,0,8,5,8,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,4,d,0,0,8,5,9,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,5,d,0,0,8,5,10,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,6,u,0,0,8,8,1,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,7,u,0,0,8,8,2,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,8,u,0,0,8,8,3,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,9,u,0,0,8,8,4,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,10,u,0,0,8,8,5,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,11,h,0,0,8,4,1,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,12,h,0,0,8,4,2,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,13,h,0,0,8,4,3,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,14,h,0,0,8,4,4,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,15,h,0,0,8,4,5,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,16,u,1,0,1,6,7,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,17,u,1,0,5,8,2,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,18,u,1,0,5,8,3,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,19,u,1,0,5,8,4,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,20,u,1,0,5,8,5,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,21,u,0,1,3,4,9,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,22,u,0,1,3,4,10,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,23,u,0,1,3,5,1,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,24,d,0,1,3,2,3,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,25,d,0,1,3,2,4,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,26,h,0,1,3,7,3,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,27,h,0,1,3,7,4,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,28,u,1,1,4,6,9,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,29,u,1,1,4,6,10,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,30,u,1,1,4,7,1,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,9,31,d,0,0,1,3,7,Ecosmart/LightingScience,ECS 22 WW FL 50WE 120,PAR20,3000
ledLifeTesting,10,1,d,0,0,8,5,1,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,2,d,0,0,8,5,2,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,3,d,0,0,8,5,3,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,4,d,0,0,8,5,4,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,5,d,0,0,8,5,5,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,6,u,0,0,8,8,6,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,7,u,0,0,8,8,7,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,8,u,0,0,8,8,8,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,9,u,0,0,8,8,9,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,10,u,0,0,8,8,10,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,11,h,0,0,8,4,6,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,12,h,0,0,8,4,7,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,13,h,0,0,8,4,8,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,14,h,0,0,8,4,9,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,15,h,0,0,8,4,10,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,16,u,1,0,1,6,8,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,17,u,1,0,5,8,7,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,18,u,1,0,5,8,8,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,19,u,1,0,5,8,9,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,20,u,1,0,5,8,10,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,21,u,0,1,3,5,2,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,22,u,0,1,3,5,3,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,23,u,0,1,3,5,4,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,24,d,0,1,3,2,5,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,25,d,0,1,3,2,6,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,26,h,0,1,3,7,5,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,27,h,0,1,3,7,6,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,28,u,1,1,4,7,2,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,29,u,1,1,4,7,3,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,30,u,1,1,4,7,4,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,10,31,d,0,0,1,3,8,Toshiba,20P38/27LFL-UP,PAR38,3000
ledLifeTesting,11,1,u,0,0,7,4,6,SWITCH,Switch75,A19,3000
ledLifeTesting,11,2,u,0,0,7,4,7,SWITCH,Switch75,A19,3000
ledLifeTesting,11,3,u,0,0,7,4,8,SWITCH,Switch75,A19,3000
ledLifeTesting,11,4,u,0,0,7,4,9,SWITCH,Switch75,A19,3000
ledLifeTesting,11,5,u,0,0,7,4,10,SWITCH,Switch75,A19,3000
ledLifeTesting,11,6,d,0,0,7,1,1,SWITCH,Switch75,A19,3000
ledLifeTesting,11,7,d,0,0,7,1,2,SWITCH,Switch75,A19,3000
ledLifeTesting,11,8,d,0,0,7,1,3,SWITCH,Switch75,A19,3000
ledLifeTesting,11,9,d,0,0,7,1,4,SWITCH,Switch75,A19,3000
ledLifeTesting,11,10,d,0,0,7,1,5,SWITCH,Switch75,A19,3000
ledLifeTesting,11,11,h,0,0,6,3,1,SWITCH,Switch75,A19,3000
ledLifeTesting,11,12,h,0,0,6,3,2,SWITCH,Switch75,A19,3000
ledLifeTesting,11,13,h,0,0,6,3,3,SWITCH,Switch75,A19,3000
ledLifeTesting,11,14,h,0,0,6,3,4,SWITCH,Switch75,A19,3000
ledLifeTesting,11,15,h,0,0,6,3,5,SWITCH,Switch75,A19,3000
ledLifeTesting,11,16,u,1,0,1,6,9,SWITCH,Switch75,A19,3000
ledLifeTesting,11,17,u,1,0,5,8,1,SWITCH,Switch75,A19,3000
ledLifeTesting,11,18,u,1,0,5,5,1,SWITCH,Switch75,A19,3000
ledLifeTesting,11,19,u,1,0,5,5,6,SWITCH,Switch75,A19,3000
ledLifeTesting,11,20,u,1,0,1,5,5,SWITCH,Switch75,A19,3000
ledLifeTesting,11,21,d,0,1,2,1,7,SWITCH,Switch75,A19,3000
ledLifeTesting,11,22,d,0,0,1,4,1,SWITCH,Switch75,A19,3000
ledLifeTesting,11,23,d,0,1,2,1,8,SWITCH,Switch75,A19,3000
ledLifeTesting,11,24,h,0,1,2,5,7,SWITCH,Switch75,A19,3000
ledLifeTesting,11,25,h,0,1,2,5,8,SWITCH,Switch75,A19,3000
ledLifeTesting,11,26,u,0,1,3,5,5,SWITCH,Switch75,A19,3000
ledLifeTesting,11,27,u,0,1,3,5,6,SWITCH,Switch75,A19,3000
ledLifeTesting,11,28,u,0,1,3,5,7,SWITCH,Switch75,A19,3000
ledLifeTesting,11,29,u,1,1,4,8,7,SWITCH,Switch75,A19,3000
ledLifeTesting,11,30,u,1,1,4,8,8,SWITCH,Switch75,A19,3000
ledLifeTesting,11,31,u,1,1,4,8,9,SWITCH,Switch75,A19,3000
ledLifeTesting,12,1,d,0,0,1,4,2,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,2,u,1,0,1,5,1,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,3,u,1,0,1,5,2,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,4,u,1,0,1,5,3,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,5,u,1,0,1,5,4,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,6,u,1,0,1,6,10,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,7,d,0,1,2,1,3,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,8,d,0,1,2,1,4,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,9,h,0,1,2,5,3,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,10,h,0,1,2,5,4,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,11,u,0,1,3,5,8,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,12,u,0,1,3,5,9,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,13,u,0,1,3,5,10,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,14,h,0,0,6,3,6,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,15,h,0,0,6,3,7,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,16,h,0,0,6,3,8,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,17,h,0,0,6,3,9,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,18,h,0,0,6,3,10,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,19,u,0,0,7,4,1,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,20,u,0,0,7,4,2,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,21,u,0,0,7,4,3,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,22,u,0,0,7,4,4,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,23,u,0,0,7,4,5,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,24,d,0,0,7,1,6,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,25,d,0,0,7,1,7,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,26,d,0,0,7,1,8,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,27,d,0,0,7,1,9,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,28,d,0,0,7,1,10,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,29,u,1,1,4,8,4,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,30,u,1,1,4,8,5,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,12,31,u,1,1,4,8,6,Greenlite,12W/LED/OMNI-D,A19,3000
ledLifeTesting,13,1,d,0,0,1,4,3,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,2,u,1,0,1,6,1,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,3,u,1,0,1,6,2,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,4,u,1,0,1,6,3,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,5,u,1,0,1,6,4,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,6,u,1,0,1,7,6,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,7,d,0,1,2,1,1,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,8,d,0,1,2,1,2,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,9,h,0,1,2,5,1,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,10,h,0,1,2,5,2,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,11,u,0,1,3,7,7,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,12,u,0,1,3,7,8,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,13,u,0,1,3,7,9,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,14,u,1,1,4,8,1,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,15,u,1,1,4,8,2,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,16,u,1,1,4,8,3,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,17,h,0,0,6,4,1,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,18,h,0,0,6,4,2,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,19,h,0,0,6,4,3,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,20,h,0,0,6,4,4,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,21,h,0,0,6,4,5,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,22,u,0,0,7,5,1,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,23,u,0,0,7,5,2,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,24,u,0,0,7,5,3,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,25,u,0,0,7,5,4,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,26,u,0,0,7,5,5,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,27,d,0,0,7,2,1,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,28,d,0,0,7,2,2,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,29,d,0,0,7,2,3,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,30,d,0,0,7,2,4,Insignia,NS-LED60F,A19,3000
ledLifeTesting,13,31,d,0,0,7,2,5,Insignia,NS-LED60F,A19,3000
ledLifeTesting,14,1,d,0,0,1,4,4,GE,LED13A19/830,A19,3000
ledLifeTesting,14,2,u,1,0,1,7,7,GE,LED13A19/830,A19,3000
ledLifeTesting,14,3,u,1,0,6,8,6,GE,LED13A19/830,A19,3000
ledLifeTesting,14,4,u,1,0,5,6,1,GE,LED13A19/830,A19,3000
ledLifeTesting,14,5,u,1,0,5,6,6,GE,LED13A19/830,A19,3000
ledLifeTesting,14,6,u,1,0,1,6,5,GE,LED13A19/830,A19,3000
ledLifeTesting,14,7,u,0,1,2,3,1,GE,LED13A19/830,A19,3000
ledLifeTesting,14,8,u,0,1,2,3,2,GE,LED13A19/830,A19,3000
ledLifeTesting,14,9,d,0,1,2,1,5,GE,LED13A19/830,A19,3000
ledLifeTesting,14,10,d,0,1,2,1,6,GE,LED13A19/830,A19,3000
ledLifeTesting,14,11,h,0,1,2,5,5,GE,LED13A19/830,A19,3000
ledLifeTesting,14,12,h,0,1,2,5,6,GE,LED13A19/830,A19,3000
ledLifeTesting,14,13,u,1,1,2,7,1,GE,LED13A19/830,A19,3000
ledLifeTesting,14,14,u,1,1,2,7,2,GE,LED13A19/830,A19,3000
ledLifeTesting,14,15,u,0,1,3,7,10,GE,LED13A19/830,A19,3000
ledLifeTesting,14,16,u,1,1,4,8,10,GE,LED13A19/830,A19,3000
ledLifeTesting,14,17,h,0,0,6,4,6,GE,LED13A19/830,A19,3000
ledLifeTesting,14,18,h,0,0,6,4,7,GE,LED13A19/830,A19,3000
ledLifeTesting,14,19,h,0,0,6,4,8,GE,LED13A19/830,A19,3000
